Date,Year,Site_Code,Orchard_Block,Treatment,Section,Distance,Round,Hemiptera,Neuroptera,Coleoptera,Syrphidae,Parasitoids,Araneae,Opiliones,Anystidae,Total_NE,Anthocoridae,Nabidae,Chrysopidae,Hemerobiidae,Carabidae,Coccinellidae,Staphylinidae,Syrphidae,Parasitoid,Araneidae,Dictynidae,Clubionidae,Linyphiidae,Philodromidae,Salticidae,Tetragnathidae,Theridiidae,Thomisidae,Leiobunidae,Phalangiidae,Anystidae,Family_richness,Shannon
3/10/2017,Year_1,Site_2,Orchard_Block_4,CS,2,29,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.693147181
1/6/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,2,0,0,0,0,0,1,0,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0.410116318
14/06/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
27/06/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,4,0,1,0,0,1,0,0,3,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0.950270539
5/7/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,9,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,10,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.693147181
3/10/2017,Year_1,Site_2,Orchard_Block_4,CS,3,48,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14/06/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,3,1,0,0,0,0,1,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0.867563228
27/06/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5/7/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,10,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0.636514168
3/10/2017,Year_1,Site_2,Orchard_Block_4,CS,4,67,11,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
14/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0.693147181
27/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,1.098612289
5/7/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/10/2017,Year_1,Site_2,Orchard_Block_4,AMWS,1,10,11,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
14/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,3,0,0,0,0,0,1,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,0.348832096
27/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
5/7/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,10,0,0,0,1,1,5,0,1,8,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,3,0,0,0,1,5,1.494175138
3/10/2017,Year_1,Site_2,Orchard_Block_4,AMWS,2,29,11,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0.693147181
21/05/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,2,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,2,0.562335145
14/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.693147181
27/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.693147181
5/7/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3/10/2017,Year_1,Site_2,Orchard_Block_4,AMWS,3,48,11,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.636514168
21/05/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,2,2,0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1.039720771
14/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27/06/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,4,0,0,0,0,0,0,1,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0.376770161
5/7/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3/10/2017,Year_1,Site_2,Orchard_Block_4,AMWS,4,67,11,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0.636514168
21/05/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,4,0,0,0,0,0,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.450561209
5/7/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
3/10/2017,Year_1,Site_2,Orchard_Block_4,SWS,1,10,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,1,0,0,0,0,0,1,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0.376770161
1/6/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,2,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,3,0.73562194
14/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,3,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0.562335145
27/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,4,0,0,0,0,0,2,0,7,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,3,0.683738906
5/7/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,9,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0.693147181
19/09/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,10,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0.693147181
3/10/2017,Year_1,Site_2,Orchard_Block_4,SWS,2,29,11,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0
21/05/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,2,0,0,0,0,0,3,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,7,3,0.801818553
14/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
27/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0.693147181
5/7/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,10,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3/10/2017,Year_1,Site_2,Orchard_Block_4,SWS,3,48,11,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,2,0.500402424
21/05/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
1/6/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,2,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
14/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,3,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,1.098612289
27/06/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,4,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
5/7/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/07/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
9/8/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/08/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,10,0,0,0,0,0,3,1,1,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,5,1.609437912
3/10/2017,Year_1,Site_2,Orchard_Block_4,SWS,4,67,11,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18/05/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/05/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
15/06/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6/7/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/07/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/8/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24/08/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7/9/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/09/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/2017,Year_1,Site_3,Orchard_Block_5,CS,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/05/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.636514168
31/05/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,2,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
15/06/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,3,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
29/06/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
6/7/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/07/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,6,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
10/8/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/08/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
22/09/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/10/2017,Year_1,Site_3,Orchard_Block_5,CS,2,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/05/2017,Year_1,Site_3,Orchard_Block_5,CS,3,48,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
