Date,Year,Site_Code,Orchard_Block,Treatment,Section,Distance,Round,Hemiptera,Neuroptera,Coleoptera,Syrphidae,Parasitoids,Araneae,Opiliones,Total_NE,Anthocoridae,Nabidae,Chrysopidae,Hemerobiidae,Carabidae,Coccinellidae,Staphylinidae,Syrphidae,Parasitoid,Araneidae,Clubionidae,Linyphiidae,Lycosidae,Tetragnathidae,Theridiidae,Thomisidae,Leiobunidae,Phalangiidae,Family_richness,Shannon
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,CS,4,67,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,CS,4,67,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,1,10,1,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,1,10,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.693147181
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,1,10,3,0,0,1,0,3,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0.562335145
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,1,10,4,1,0,2,0,0,3,0,6,1,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,4,1.242453325
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,2,29,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,2,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,2,29,4,0,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0.562335145
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,2,29,5,1,0,2,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,3,48,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0.693147181
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,3,48,2,0,0,2,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0.636514168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,3,48,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,3,48,4,2,0,1,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,3,48,5,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1.098612289
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,4,67,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,4,67,2,0,0,2,0,2,2,1,7,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,1,4,1.351783994
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,4,67,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,4,67,4,2,0,2,0,2,3,0,9,1,1,0,0,1,0,1,0,2,0,0,3,0,0,0,0,0,0,6,1.676987774
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,SWS,4,67,5,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1.098612289
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,1,10,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,1,10,2,0,0,2,0,1,1,0,4,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,1.039720771
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,1,10,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,1,10,4,0,3,1,0,1,1,0,6,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,4,1.242453325
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,1,10,5,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.693147181
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,2,29,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,2,29,3,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.693147181
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,2,29,4,0,2,0,0,1,4,0,7,0,0,0,2,0,0,0,0,1,0,0,3,1,0,0,0,0,0,4,1.277034259
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,2,29,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.693147181
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,3,48,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,3,48,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,3,48,4,1,0,0,0,5,4,0,10,0,1,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0.943348392
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,3,48,5,0,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,2,0.562335145
14/07/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,4,67,2,0,0,3,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.636514168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,4,67,3,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1.098612289
31/08/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,4,67,4,1,1,1,0,0,2,0,5,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1.33217904
14/09/2017,Year_1,Site_Code_2,Orchard_Block_3,AMWS,4,67,5,1,0,0,0,3,3,0,7,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,1.004242473
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,1,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,1,10,2,0,0,4,0,1,4,0,9,0,0,0,0,2,0,2,0,1,0,0,4,0,0,0,0,0,0,4,1.273028337
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,1,10,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,1,10,4,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,1,10,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,2,29,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,2,29,2,0,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.636514168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,2,29,3,0,1,1,0,1,2,0,5,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,0,4,1.33217904
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,2,29,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,2,29,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,3,48,2,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0.636514168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,3,48,3,0,0,2,0,2,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0.693147181
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,3,48,4,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,3,48,5,1,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1.098612289
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,4,67,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,4,67,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,CS,4,67,5,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,1,10,1,0,0,2,0,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,4,1.33217904
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,1,10,2,0,0,2,0,0,2,0,4,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1.039720771
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,1,10,3,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,1,10,4,0,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,1,10,5,0,0,2,0,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1.098612289
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,2,29,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,2,29,2,0,0,1,0,2,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.636514168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,2,29,3,0,0,3,0,1,0,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.562335145
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,2,29,4,0,0,2,0,2,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,2,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,3,48,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,3,48,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,3,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,3,48,5,0,0,2,0,2,1,0,5,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,3,1.054920168
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,4,67,2,0,0,2,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1.098612289
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,4,67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,4,67,4,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0.636514168
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,SWS,4,67,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,1,10,1,0,0,2,0,0,2,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0.693147181
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,1,10,2,0,0,3,0,2,0,0,5,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1.054920168
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,1,10,3,0,0,2,0,2,1,0,5,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,3,1.054920168
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,1,10,4,0,1,1,0,0,2,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,1.039720771
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,1,10,5,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.693147181
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,2,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,2,29,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0.693147181
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,2,29,3,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0.636514168
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,2,29,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,2,29,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,3,48,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,3,48,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,3,48,4,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.693147181
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,3,48,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
14/07/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,4,67,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2/8/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,4,67,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
16/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,4,67,3,0,0,2,0,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,1.098612289
31/08/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,4,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/09/2017,Year_1,Site_Code_2,Orchard_Block_4,AMWS,4,67,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,1,10,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,1,10,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,2,29,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,2,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,2,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,2,29,5,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,3,48,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,3,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,3,48,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,4,67,1,0,0,1,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0.562335145
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,4,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,4,67,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,4,67,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,4,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,CS,3,48,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,1,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,2,29,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.636514168
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,2,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,2,29,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,2,29,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,2,29,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,3,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,3,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,3,48,3,0,0,2,0,1,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0.636514168
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,3,48,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
17/09/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,3,48,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15/07/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,4,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,4,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/08/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,4,67,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
2/9/2017,Year_1,Site_Code_3,Orchard_Block_5,SWS,4,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
